文件路径,识别结果,位置,置信度,用时
农作物病害检测.mp4,马铃薯叶,"[272, 183, 331, 257]",0.33834588527679443,0.018001556396484375
农作物病害检测.mp4,马铃薯晚疫病叶,"[426, 564, 558, 638]",0.3388565182685852,0.018001556396484375
农作物病害检测.mp4,马铃薯晚疫病叶,"[433, 0, 517, 50]",0.34424880146980286,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[194, 481, 228, 591]",0.3635449707508087,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[377, 238, 436, 388]",0.36375102400779724,0.018001556396484375
农作物病害检测.mp4,马铃薯晚疫病叶,"[574, 444, 639, 505]",0.4041362702846527,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[117, 252, 171, 419]",0.7191184163093567,0.018001556396484375
农作物病害检测.mp4,马铃薯晚疫病叶,"[521, 75, 612, 243]",0.7291324734687805,0.018001556396484375
农作物病害检测.mp4,马铃薯晚疫病叶,"[536, 441, 617, 581]",0.8054628968238831,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[158, 94, 259, 261]",0.9342274069786072,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[240, 260, 293, 412]",0.9756048917770386,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[173, 262, 232, 414]",0.9827128648757935,0.018001556396484375
农作物病害检测.mp4,马铃薯叶,"[297, 261, 355, 409]",0.9877141714096069,0.018001556396484375
农作物病害检测.mp4,马铃薯晚疫病叶,"[427, 0, 601, 68]",0.2860163450241089,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[601, 217, 640, 361]",0.29342466592788696,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[272, 184, 331, 257]",0.3369878828525543,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[426, 564, 558, 638]",0.338850736618042,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[433, 0, 517, 50]",0.3440636694431305,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[377, 239, 436, 388]",0.3640298545360565,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[194, 481, 228, 591]",0.3642575442790985,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[574, 444, 639, 505]",0.4031409025192261,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[117, 252, 171, 419]",0.7235684394836426,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[521, 75, 612, 244]",0.7348065972328186,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[536, 441, 617, 581]",0.8051087260246277,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[158, 94, 258, 261]",0.9336176514625549,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[240, 260, 293, 412]",0.9760621190071106,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[173, 262, 232, 414]",0.9827143549919128,0.024003028869628906
农作物病害检测.mp4,马铃薯叶,"[297, 261, 355, 409]",0.9878119826316833,0.024003028869628906
农作物病害检测.mp4,马铃薯晚疫病叶,"[427, 0, 600, 68]",0.28613749146461487,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[601, 217, 640, 361]",0.2963107228279114,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[272, 184, 331, 257]",0.3320819139480591,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[426, 564, 558, 638]",0.3397951126098633,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[433, 0, 517, 50]",0.34411922097206116,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[377, 239, 436, 389]",0.36531028151512146,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[194, 481, 228, 591]",0.3660338521003723,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[574, 444, 639, 505]",0.40613216161727905,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[117, 252, 171, 419]",0.7233672738075256,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[521, 75, 612, 244]",0.7380036115646362,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[536, 441, 617, 581]",0.8067680597305298,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[158, 94, 258, 261]",0.9338662028312683,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[240, 260, 293, 412]",0.9759870767593384,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[173, 262, 232, 414]",0.9826023578643799,0.022000551223754883
农作物病害检测.mp4,马铃薯叶,"[297, 261, 355, 409]",0.9877233505249023,0.022000551223754883
农作物病害检测.mp4,马铃薯晚疫病叶,"[427, 0, 600, 68]",0.2860220968723297,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[601, 217, 640, 361]",0.29643622040748596,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[272, 184, 331, 257]",0.33205610513687134,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[426, 564, 558, 638]",0.33984729647636414,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[433, 0, 517, 50]",0.3442453444004059,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[377, 239, 436, 389]",0.36528775095939636,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[194, 481, 228, 591]",0.3658604025840759,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[574, 444, 639, 505]",0.4062674045562744,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[117, 252, 171, 419]",0.7235023975372314,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[521, 75, 612, 244]",0.7382217049598694,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[536, 441, 617, 581]",0.8066307306289673,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[158, 94, 258, 261]",0.9339303374290466,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[240, 260, 293, 412]",0.9760047793388367,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[173, 262, 232, 414]",0.9826228618621826,0.017998933792114258
农作物病害检测.mp4,马铃薯叶,"[297, 261, 355, 409]",0.9877306818962097,0.017998933792114258
农作物病害检测.mp4,马铃薯晚疫病叶,"[427, 0, 600, 68]",0.28662142157554626,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[601, 217, 640, 361]",0.2951824963092804,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[272, 184, 331, 257]",0.33235737681388855,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[426, 564, 558, 638]",0.3407507836818695,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[433, 0, 517, 50]",0.34598520398139954,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[377, 239, 436, 389]",0.3647317886352539,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[194, 481, 228, 591]",0.3674256503582001,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[574, 444, 639, 505]",0.40643858909606934,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[117, 252, 171, 419]",0.7224321961402893,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[521, 75, 612, 244]",0.7397374510765076,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[536, 441, 617, 581]",0.8095425963401794,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[158, 94, 258, 261]",0.9340199828147888,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[240, 260, 293, 412]",0.9760205745697021,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[173, 262, 232, 414]",0.9826499819755554,0.015999794006347656
农作物病害检测.mp4,马铃薯叶,"[297, 261, 355, 409]",0.9876763820648193,0.015999794006347656
农作物病害检测.mp4,马铃薯晚疫病叶,"[427, 0, 600, 68]",0.2872313857078552,0.0167691707611084
农作物病害检测.mp4,马铃薯晚疫病叶,"[601, 217, 640, 361]",0.2946203052997589,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[272, 184, 331, 257]",0.33165329694747925,0.0167691707611084
农作物病害检测.mp4,马铃薯晚疫病叶,"[426, 564, 558, 638]",0.3400876224040985,0.0167691707611084
农作物病害检测.mp4,马铃薯晚疫病叶,"[433, 0, 517, 50]",0.34633466601371765,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[377, 239, 436, 389]",0.36521145701408386,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[194, 481, 228, 591]",0.36687788367271423,0.0167691707611084
农作物病害检测.mp4,马铃薯晚疫病叶,"[574, 444, 639, 505]",0.406827449798584,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[117, 252, 171, 419]",0.7227472066879272,0.0167691707611084
农作物病害检测.mp4,马铃薯晚疫病叶,"[521, 75, 612, 244]",0.7399000525474548,0.0167691707611084
农作物病害检测.mp4,马铃薯晚疫病叶,"[536, 441, 617, 581]",0.8103410005569458,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[158, 94, 258, 261]",0.9339402914047241,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[240, 260, 293, 412]",0.9759465456008911,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[173, 262, 232, 414]",0.9826439023017883,0.0167691707611084
农作物病害检测.mp4,马铃薯叶,"[297, 261, 355, 409]",0.9876620769500732,0.0167691707611084
PlantsDisease_SIXU_A01017.jpg,苹果锈病叶,"[0, 46, 639, 609]",0.8402537107467651,0.02899956703186035
Camera: 0,玉米叶枯病,"[268, 0, 422, 551]",0.34251055121421814,0.017996788024902344
Camera: 0,玉米叶枯病,"[483, 8, 633, 555]",0.8759211301803589,0.017996788024902344
Camera: 0,玉米叶枯病,"[268, 0, 422, 551]",0.3526000678539276,0.016999244689941406
Camera: 0,玉米叶枯病,"[483, 8, 633, 555]",0.874043881893158,0.016999244689941406
Camera: 0,玉米叶枯病,"[270, 1, 425, 554]",0.3681822717189789,0.02199864387512207
Camera: 0,玉米叶枯病,"[483, 8, 632, 556]",0.8799506425857544,0.02199864387512207
Camera: 0,玉米叶枯病,"[270, 1, 425, 554]",0.36799106001853943,0.022998571395874023
Camera: 0,玉米叶枯病,"[483, 8, 632, 556]",0.8798781633377075,0.022998571395874023
Camera: 0,玉米叶枯病,"[270, 1, 425, 554]",0.3686177432537079,0.017000675201416016
Camera: 0,玉米叶枯病,"[483, 8, 632, 555]",0.8798805475234985,0.017000675201416016
Camera: 0,玉米叶枯病,"[269, 0, 423, 552]",0.27675551176071167,0.01799917221069336
Camera: 0,玉米叶枯病,"[483, 2, 629, 556]",0.8774533271789551,0.01799917221069336
Camera: 0,玉米叶枯病,"[269, 0, 423, 552]",0.2768882215023041,0.01699352264404297
Camera: 0,玉米叶枯病,"[483, 2, 629, 556]",0.8774280548095703,0.01699352264404297
Camera: 0,玉米叶枯病,"[269, 0, 423, 552]",0.2767341434955597,0.08824515342712402
Camera: 0,玉米叶枯病,"[483, 2, 629, 556]",0.877366840839386,0.08824515342712402
Camera: 0,玉米叶枯病,"[269, 0, 423, 552]",0.2793561518192291,0.026522397994995117
Camera: 0,玉米叶枯病,"[483, 2, 629, 556]",0.8780245780944824,0.026522397994995117
Camera: 0,玉米叶枯病,"[269, 0, 423, 552]",0.27808091044425964,0.023999929428100586
Camera: 0,玉米叶枯病,"[482, 2, 626, 555]",0.8773578405380249,0.023999929428100586
Camera: 0,玉米叶枯病,"[267, 0, 430, 550]",0.3832262456417084,0.01999950408935547
Camera: 0,玉米叶枯病,"[483, 0, 633, 552]",0.8593729734420776,0.01999950408935547
Camera: 0,玉米叶枯病,"[267, 0, 430, 550]",0.38439565896987915,0.018998146057128906
Camera: 0,玉米叶枯病,"[483, 0, 633, 552]",0.8593987226486206,0.018998146057128906
Camera: 0,玉米叶枯病,"[268, 0, 430, 549]",0.3890651762485504,0.02099752426147461
Camera: 0,玉米叶枯病,"[483, 0, 633, 552]",0.8587146401405334,0.02099752426147461
Camera: 0,玉米叶枯病,"[267, 0, 430, 550]",0.3928075432777405,0.01999807357788086
Camera: 0,玉米叶枯病,"[483, 0, 633, 552]",0.8603784441947937,0.01999807357788086
Camera: 0,玉米叶枯病,"[268, 0, 431, 549]",0.3599373996257782,0.025997400283813477
Camera: 0,玉米叶枯病,"[483, 0, 633, 551]",0.8536248207092285,0.025997400283813477
Camera: 0,玉米叶枯病,"[271, 0, 425, 554]",0.5183185338973999,0.019996166229248047
Camera: 0,玉米叶枯病,"[482, 0, 629, 553]",0.9004846811294556,0.019996166229248047
Camera: 0,玉米叶枯病,"[271, 0, 425, 554]",0.5193570852279663,0.023514509201049805
Camera: 0,玉米叶枯病,"[482, 0, 629, 553]",0.9006040692329407,0.023514509201049805
Camera: 0,玉米叶枯病,"[271, 0, 425, 554]",0.5191575288772583,0.021996498107910156
Camera: 0,玉米叶枯病,"[482, 0, 629, 553]",0.9011723399162292,0.021996498107910156
Camera: 0,玉米叶枯病,"[271, 0, 425, 554]",0.5170925855636597,0.01999497413635254
Camera: 0,玉米叶枯病,"[482, 0, 629, 552]",0.9015995860099792,0.01999497413635254
Camera: 0,玉米叶枯病,"[271, 0, 425, 554]",0.5219743251800537,0.017000198364257812
Camera: 0,玉米叶枯病,"[482, 0, 629, 552]",0.9051638841629028,0.017000198364257812
Camera: 0,苹果锈病叶,"[355, 35, 523, 516]",0.9652649760246277,0.022003889083862305
Camera: 0,苹果锈病叶,"[355, 35, 523, 516]",0.9652568101882935,0.018999338150024414
Camera: 0,苹果锈病叶,"[355, 35, 523, 516]",0.9652469754219055,0.017001867294311523
Camera: 0,苹果锈病叶,"[355, 35, 523, 516]",0.9653056859970093,0.016000032424926758
Camera: 0,苹果锈病叶,"[355, 35, 523, 516]",0.9652871489524841,0.018001317977905273
Camera: 0,苹果锈病叶,"[354, 38, 522, 517]",0.958452045917511,0.020999431610107422
Camera: 0,苹果锈病叶,"[354, 38, 522, 517]",0.957030177116394,0.01700115203857422
Camera: 0,苹果锈病叶,"[354, 38, 522, 517]",0.9570348858833313,0.017998218536376953
Camera: 0,苹果锈病叶,"[354, 38, 522, 517]",0.9571840763092041,0.0229947566986084
Camera: 0,苹果锈病叶,"[354, 38, 522, 517]",0.9570198059082031,0.019000768661499023
Camera: 0,苹果锈病叶,"[356, 31, 521, 513]",0.9564285278320312,0.021998882293701172
Camera: 0,苹果锈病叶,"[356, 31, 521, 513]",0.9563960433006287,0.019867897033691406
Camera: 0,苹果锈病叶,"[356, 31, 521, 513]",0.9563480615615845,0.018002748489379883
Camera: 0,苹果锈病叶,"[356, 31, 521, 513]",0.9563255906105042,0.01899886131286621
Camera: 0,苹果锈病叶,"[356, 31, 521, 513]",0.9563815593719482,0.0189971923828125
Camera: 0,马铃薯晚疫病叶,"[486, 0, 617, 145]",0.2997709810733795,0.01799774169921875
Camera: 0,苹果锈病叶,"[353, 34, 522, 517]",0.9585042595863342,0.01799774169921875
Camera: 0,马铃薯晚疫病叶,"[486, 0, 617, 145]",0.2970358431339264,0.018999576568603516
Camera: 0,苹果锈病叶,"[353, 34, 522, 517]",0.9584187269210815,0.018999576568603516
Camera: 0,马铃薯晚疫病叶,"[486, 0, 617, 145]",0.29689687490463257,0.019001007080078125
Camera: 0,苹果锈病叶,"[353, 34, 522, 517]",0.958479642868042,0.019001007080078125
Camera: 0,马铃薯晚疫病叶,"[486, 0, 617, 144]",0.31541362404823303,0.020996809005737305
Camera: 0,苹果锈病叶,"[353, 34, 522, 517]",0.9579340219497681,0.020996809005737305
Camera: 0,马铃薯晚疫病叶,"[486, 0, 617, 144]",0.31128618121147156,0.017000198364257812
Camera: 0,苹果锈病叶,"[353, 34, 522, 517]",0.9580186009407043,0.017000198364257812
Camera: 0,苹果锈病叶,"[354, 34, 523, 516]",0.9641546010971069,0.056997060775756836
Camera: 0,苹果锈病叶,"[354, 34, 523, 516]",0.9641298055648804,0.057997703552246094
Camera: 0,马铃薯晚疫病叶,"[488, 0, 619, 143]",0.25018933415412903,0.04299807548522949
Camera: 0,苹果锈病叶,"[354, 34, 523, 516]",0.9640094637870789,0.04299807548522949
Camera: 0,苹果锈病叶,"[355, 34, 523, 516]",0.9638559818267822,0.03999614715576172
Camera: 0,苹果锈病叶,"[355, 34, 523, 516]",0.9636595249176025,0.03699803352355957
Camera: 0,苹果锈病叶,"[352, 37, 521, 514]",0.9599204063415527,0.038001060485839844
Camera: 0,苹果锈病叶,"[352, 37, 521, 514]",0.9601340889930725,0.03499913215637207
Camera: 0,苹果锈病叶,"[352, 37, 521, 513]",0.9601140022277832,0.04099702835083008
Camera: 0,苹果锈病叶,"[352, 37, 521, 514]",0.9601823091506958,0.03199625015258789
Camera: 0,苹果锈病叶,"[352, 37, 521, 515]",0.956547200679779,0.028594255447387695
296.jpg,葡萄叶黑腐病,"[513, 147, 594, 204]",0.26833370327949524,0.06405496597290039
296.jpg,葡萄叶黑腐病,"[80, 318, 236, 457]",0.28036805987358093,0.06405496597290039
296.jpg,葡萄叶黑腐病,"[333, 217, 410, 303]",0.3673112094402313,0.06405496597290039
39_rotated_270.jpg,马铃薯晚疫病叶,"[231, 512, 428, 639]",0.6172483563423157,0.06505632400512695
39_rotated_270.jpg,马铃薯晚疫病叶,"[126, 296, 337, 497]",0.895104706287384,0.06505632400512695
296.jpg,葡萄叶黑腐病,"[513, 147, 594, 204]",0.26833370327949524,0.06405496597290039
296.jpg,葡萄叶黑腐病,"[80, 318, 236, 457]",0.28036805987358093,0.06405496597290039
296.jpg,葡萄叶黑腐病,"[333, 217, 410, 303]",0.3673112094402313,0.06405496597290039
39_rotated_270.jpg,马铃薯晚疫病叶,"[231, 512, 428, 639]",0.6172483563423157,0.0590510368347168
39_rotated_270.jpg,马铃薯晚疫病叶,"[126, 296, 337, 497]",0.895104706287384,0.0590510368347168
296.jpg,葡萄叶黑腐病,"[513, 147, 594, 204]",0.26833370327949524,0.06455492973327637
296.jpg,葡萄叶黑腐病,"[80, 318, 236, 457]",0.28036805987358093,0.06455492973327637
296.jpg,葡萄叶黑腐病,"[333, 217, 410, 303]",0.3673112094402313,0.06455492973327637
39_rotated_270.jpg,马铃薯晚疫病叶,"[231, 512, 428, 639]",0.6172483563423157,0.0590510368347168
39_rotated_270.jpg,马铃薯晚疫病叶,"[126, 296, 337, 497]",0.895104706287384,0.0590510368347168
296.jpg,葡萄叶黑腐病,"[513, 147, 594, 204]",0.26833370327949524,0.06305527687072754
296.jpg,葡萄叶黑腐病,"[80, 318, 236, 457]",0.28036805987358093,0.06305527687072754
296.jpg,葡萄叶黑腐病,"[333, 217, 410, 303]",0.3673112094402313,0.06305527687072754
58.jpg,甜椒叶,"[496, 262, 639, 461]",0.271843820810318,0.05955100059509277
58.jpg,苹果锈病叶,"[475, 0, 551, 113]",0.5547906160354614,0.05955100059509277
58.jpg,苹果锈病叶,"[159, 224, 272, 389]",0.635309636592865,0.05955100059509277
58.jpg,苹果锈病叶,"[98, 343, 214, 470]",0.6844990849494934,0.05955100059509277
74_rotated_270.jpg,蓝莓叶,"[529, 101, 640, 188]",0.288221150636673,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[47, 0, 161, 58]",0.3018626570701599,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[84, 48, 174, 123]",0.3661520481109619,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[196, 264, 344, 362]",0.4365479648113251,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[225, 459, 384, 611]",0.4593559801578522,0.06505775451660156
74_rotated_270.jpg,甜椒叶,"[501, 405, 640, 525]",0.4933333694934845,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[87, 363, 289, 539]",0.5593040585517883,0.06505775451660156
74_rotated_270.jpg,大豆叶,"[224, 459, 383, 609]",0.594981849193573,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[265, 101, 424, 204]",0.7490763664245605,0.06505775451660156
58.jpg,甜椒叶,"[496, 262, 639, 461]",0.271843820810318,0.05955100059509277
58.jpg,苹果锈病叶,"[475, 0, 551, 113]",0.5547906160354614,0.05955100059509277
58.jpg,苹果锈病叶,"[159, 224, 272, 389]",0.635309636592865,0.05955100059509277
58.jpg,苹果锈病叶,"[98, 343, 214, 470]",0.6844990849494934,0.05955100059509277
74_rotated_270.jpg,蓝莓叶,"[529, 101, 640, 188]",0.288221150636673,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[47, 0, 161, 58]",0.3018626570701599,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[84, 48, 174, 123]",0.3661520481109619,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[196, 264, 344, 362]",0.4365479648113251,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[225, 459, 384, 611]",0.4593559801578522,0.06505775451660156
74_rotated_270.jpg,甜椒叶,"[501, 405, 640, 525]",0.4933333694934845,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[87, 363, 289, 539]",0.5593040585517883,0.06505775451660156
74_rotated_270.jpg,大豆叶,"[224, 459, 383, 609]",0.594981849193573,0.06505775451660156
74_rotated_270.jpg,蓝莓叶,"[265, 101, 424, 204]",0.7490763664245605,0.06505775451660156
58.jpg,甜椒叶,"[496, 262, 639, 461]",0.271843820810318,0.05955100059509277
58.jpg,苹果锈病叶,"[475, 0, 551, 113]",0.5547906160354614,0.05955100059509277
58.jpg,苹果锈病叶,"[159, 224, 272, 389]",0.635309636592865,0.05955100059509277
58.jpg,苹果锈病叶,"[98, 343, 214, 470]",0.6844990849494934,0.05955100059509277
75_rotated_270.jpg,桃叶,"[471, 586, 544, 640]",0.252359539270401,0.06355500221252441
75_rotated_270.jpg,樱桃叶,"[224, 505, 354, 587]",0.2925359308719635,0.06355500221252441
75_rotated_270.jpg,桃叶,"[39, 455, 240, 599]",0.38804200291633606,0.06355500221252441
75_rotated_270.jpg,桃叶,"[412, 0, 636, 156]",0.4248315691947937,0.06355500221252441
75_rotated_270.jpg,马铃薯晚疫病叶,"[421, 208, 623, 344]",0.5385452508926392,0.06355500221252441
75_rotated_270.jpg,苹果叶,"[538, 38, 640, 213]",0.579270601272583,0.06355500221252441
75_rotated_270.jpg,苹果锈病叶,"[3, 189, 373, 380]",0.6011359095573425,0.06355500221252441
39_rotated_270.jpg,leaf late blight,"[231, 512, 428, 639]",0.6172483563423157,0.07506418228149414
39_rotated_270.jpg,leaf late blight,"[126, 296, 337, 497]",0.895104706287384,0.07506418228149414
74_rotated_270.jpg,healthy/minor_issue,"[529, 101, 640, 188]",0.288221150636673,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[47, 0, 161, 58]",0.3018626570701599,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[84, 48, 174, 123]",0.3661520481109619,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[196, 264, 344, 362]",0.4365479648113251,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[225, 459, 384, 611]",0.4593559801578522,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[501, 405, 640, 525]",0.4933333694934845,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[87, 363, 289, 539]",0.5593040585517883,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[224, 459, 383, 609]",0.594981849193573,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[265, 101, 424, 204]",0.7490763664245605,0.06505489349365234
58.jpg,healthy/minor_issue,"[496, 262, 639, 461]",0.271843820810318,0.06505537033081055
58.jpg,rust leaf,"[475, 0, 551, 113]",0.5547906160354614,0.06505537033081055
58.jpg,rust leaf,"[159, 224, 272, 389]",0.635309636592865,0.06505537033081055
58.jpg,rust leaf,"[98, 343, 214, 470]",0.6844990849494934,0.06505537033081055
74_rotated_270.jpg,healthy/minor_issue,"[529, 101, 640, 188]",0.288221150636673,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[47, 0, 161, 58]",0.3018626570701599,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[84, 48, 174, 123]",0.3661520481109619,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[196, 264, 344, 362]",0.4365479648113251,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[225, 459, 384, 611]",0.4593559801578522,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[501, 405, 640, 525]",0.4933333694934845,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[87, 363, 289, 539]",0.5593040585517883,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[224, 459, 383, 609]",0.594981849193573,0.06505489349365234
74_rotated_270.jpg,healthy/minor_issue,"[265, 101, 424, 204]",0.7490763664245605,0.06505489349365234
75_rotated_270.jpg,healthy/minor_issue,"[471, 586, 544, 640]",0.252359539270401,0.06305480003356934
75_rotated_270.jpg,healthy/minor_issue,"[224, 505, 354, 587]",0.2925359308719635,0.06305480003356934
75_rotated_270.jpg,healthy/minor_issue,"[39, 455, 240, 599]",0.38804200291633606,0.06305480003356934
75_rotated_270.jpg,healthy/minor_issue,"[412, 0, 636, 156]",0.4248315691947937,0.06305480003356934
75_rotated_270.jpg,leaf late blight,"[421, 208, 623, 344]",0.5385452508926392,0.06305480003356934
75_rotated_270.jpg,healthy/minor_issue,"[538, 38, 640, 213]",0.579270601272583,0.06305480003356934
75_rotated_270.jpg,rust leaf,"[3, 189, 373, 380]",0.6011359095573425,0.06305480003356934
75_rotated_270.jpg,healthy/minor_issue,"[471, 586, 544, 640]",0.252359539270401,0.06505584716796875
75_rotated_270.jpg,healthy/minor_issue,"[224, 505, 354, 587]",0.2925359308719635,0.06505584716796875
75_rotated_270.jpg,healthy/minor_issue,"[39, 455, 240, 599]",0.38804200291633606,0.06505584716796875
75_rotated_270.jpg,healthy/minor_issue,"[412, 0, 636, 156]",0.4248315691947937,0.06505584716796875
75_rotated_270.jpg,leaf late blight,"[421, 208, 623, 344]",0.5385452508926392,0.06505584716796875
75_rotated_270.jpg,healthy/minor_issue,"[538, 38, 640, 213]",0.579270601272583,0.06505584716796875
75_rotated_270.jpg,rust leaf,"[3, 189, 373, 380]",0.6011359095573425,0.06505584716796875
39_rotated_270.jpg,leaf late blight,"[231, 512, 428, 639]",0.6172483563423157,0.062053680419921875
39_rotated_270.jpg,leaf late blight,"[126, 296, 337, 497]",0.895104706287384,0.062053680419921875
105.jpg,healthy/minor_issue,"[0, 242, 211, 373]",0.3957597017288208,0.06399154663085938
105.jpg,healthy/minor_issue,"[152, 294, 266, 458]",0.8952814340591431,0.06399154663085938
105.jpg,healthy/minor_issue,"[256, 248, 387, 391]",0.9564670324325562,0.06399154663085938
213.jpg,leaf black rot,"[441, 140, 639, 335]",0.4997490644454956,0.0640556812286377
213.jpg,leaf black rot,"[526, 0, 629, 129]",0.591193437576294,0.0640556812286377
213.jpg,leaf black rot,"[289, 358, 484, 589]",0.9505522847175598,0.0640556812286377
105.jpg,healthy/minor_issue,"[0, 242, 211, 373]",0.3957597017288208,0.06399154663085938
105.jpg,healthy/minor_issue,"[152, 294, 266, 458]",0.8952814340591431,0.06399154663085938
105.jpg,healthy/minor_issue,"[256, 248, 387, 391]",0.9564670324325562,0.06399154663085938
220.jpg,Septoria leaf spot,"[264, 38, 482, 429]",0.26755666732788086,0.06405496597290039
220.jpg,Septoria leaf spot,"[3, 0, 195, 134]",0.3940284848213196,0.06405496597290039
220.jpg,Septoria leaf spot,"[40, 55, 380, 540]",0.6463412046432495,0.06405496597290039
220.jpg,Septoria leaf spot,"[442, 193, 639, 542]",0.7241255640983582,0.06405496597290039
